Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B002752,COX-2 Inhibitor,Line 2,10-Aug-2024,2024,Team A,23.26,39.59,335.00,36.30,6.27,99.41,6.49,119.30,89.95,93.97,Pass,0,No,0,None,None
B002367,Antidepressant,Line 2,13-Aug-2024,2024,Team B,21.10,40.91,273.00,39.60,6.61,99.41,6.81,133.40,88.54,94.88,Pass,0,No,0,None,None
B002420,AED,Line 2,12-Sep-2024,2024,Team C,22.53,,321.00,47.40,7.21,99.07,6.86,130.30,85.26,94.88,Pass,0,No,0,None,None
B000212,COX-2 Inhibitor,Line 3,21-Dec-2025,2025,Team D,21.66,,357.00,47.20,6.86,99.42,6.85,126.40,90.24,93.99,Pass,0,No,0,None,None
B001572,COX-2 Inhibitor,Line 3,02-May-2024,2024,Team C,21.90,34.48,356.00,47.10,7.21,99.41,6.71,123.30,82.51,93.99,Pass,0,No,0,None,None
B000168,AED,Line 1,31-Jul-2025,2025,Team A,22.58,41.69,294.00,45.80,6.58,99.27,6.88,123.30,84.13,94.87,Pass,0,No,0,None,None
B000758,AED,Line 1,10-Dec-2025,2025,Team B,20.56,38.38,337.00,37.50,6.11,98.54,6.88,138.70,86.60,94.87,Pass,0,No,0,None,None
B001246,Antidepressant,Line 1,03-Jun-2025,2025,Team A,20.79,53.98,320.00,45.50,7.46,99.04,7.02,139.00,89.53,94.87,Pass,0,No,0,None,None
B002208,GLP-1 Agonist,Line 3,23-Dec-2025,2025,Team A,23.03,41.38,330.00,52.00,9.14,99.06,7.00,152.50,83.44,94.87,Pass,0,No,0,None,None
B002387,AED,Line 1,06-May-2025,2025,Team A,21.84,41.57,317.00,44.30,7.68,98.94,6.85,113.80,82.01,94.87,Pass,0,No,0,None,None
B002277,COX-2 Inhibitor,Line 2,09-Jan-2024,2024,Team B,22.11,44.54,344.00,40.40,7.45,99.57,6.70,121.00,86.98,93.99,Pass,0,No,0,None,None
B002609,COX-2 Inhibitor,Line 2,14-Oct-2024,2024,Team B,21.80,38.18,364.00,39.70,6.15,98.99,6.59,120.80,89.43,93.99,Pass,0,No,0,None,None
B002501,Antidepressant,Line 1,14-Jan-2025,2025,Team C,23.43,43.32,275.00,43.00,7.57,99.04,6.59,120.20,85.99,94.86,Pass,0,No,0,None,None
B001825,COX-2 Inhibitor,Line 2,19-Sep-2024,2024,Team C,22.88,37.49,305.00,35.40,6.43,98.98,6.41,123.20,91.90,94.01,Failed,1,No,0,None,None
B001117,Antidepressant,Line 2,13-Oct-2025,2025,Team C,21.96,45.05,347.00,36.80,7.82,99.09,6.86,124.90,88.88,94.85,Pass,0,Yes,1,Process,Minor
B001253,Antidepressant,Line 1,29-Oct-2024,2024,Team D,22.38,38.03,308.00,43.60,6.65,99.68,6.68,130.10,88.76,94.85,Pass,0,No,0,None,None
B002018,Antidepressant,Line 2,22-Nov-2025,2025,Team A,21.73,39.29,316.00,43.60,6.82,99.17,6.71,138.80,87.80,94.85,Pass,0,No,0,None,None
B002339,COX-2 Inhibitor,Line 3,26-Jun-2024,2024,Team B,,45.94,353.00,45.10,7.03,99.18,6.66,107.60,86.60,94.01,Pass,0,No,0,None,None
B002855,COX-2 Inhibitor,Line 1,12-Jun-2025,2025,Team C,21.71,37.91,339.00,41.10,7.34,98.97,6.60,136.90,88.45,94.01,Pass,0,No,0,None,None
B000465,COX-2 Inhibitor,Line 3,19-Apr-2024,2024,Team D,21.81,38.63,341.00,38.10,6.05,99.23,6.59,133.50,86.27,94.03,Pass,0,No,0,None,None
B001972,AED,Line 1,04-Sep-2025,2025,Team C,21.89,47.39,292.00,51.50,7.50,98.72,7.00,129.20,85.77,94.84,Pass,0,No,0,None,None
B002020,GLP-1 Agonist,Line 2,20-Sep-2025,2025,Team C,21.62,44.22,319.00,46.80,7.21,98.67,6.84,143.90,84.78,94.84,Pass,0,Yes,1,Documentation,Minor
B002472,AED,Line 1,19-Jul-2024,2024,Team D,22.00,50.34,322.00,43.00,7.51,98.70,7.09,132.10,85.53,94.84,Pass,0,No,0,None,None
B002877,Antidepressant,Line 2,09-Mar-2025,2025,Team A,22.07,33.31,342.00,39.70,6.23,99.15,6.75,134.70,87.60,94.84,Pass,0,No,0,None,None
B000578,COX-2 Inhibitor,Line 1,30-Jan-2025,2025,Team B,23.50,41.42,350.00,48.50,6.10,99.36,6.66,114.20,86.73,94.03,Pass,0,No,0,None,None
B001931,COX-2 Inhibitor,Line 3,26-Feb-2025,2025,Team D,23.09,40.34,342.00,46.50,7.93,99.30,6.63,126.30,83.65,94.03,Pass,0,No,0,None,None
B000970,Antidepressant,Line 1,15-Jul-2025,2025,Team D,22.38,42.24,330.00,46.50,7.04,99.39,6.94,145.50,86.35,94.83,Pass,0,No,0,None,None
B002725,Antidepressant,Line 3,08-Dec-2025,2025,Team C,21.93,38.37,326.00,46.10,7.54,99.40,6.94,134.40,83.43,94.83,Pass,0,Yes,1,Process,Minor
B002785,Antidepressant,Line 1,29-May-2025,2025,Team A,21.79,47.27,326.00,40.00,7.10,99.19,6.92,,90.30,94.83,Pass,0,No,0,None,None
B002834,AED,Line 2,26-Jan-2025,2025,Team A,22.73,47.57,335.00,49.20,7.63,99.22,6.91,134.70,85.65,94.83,Pass,0,No,0,None,None
B000539,Antidepressant,Line 1,19-Nov-2025,2025,Team A,20.60,43.26,298.00,44.10,7.36,99.22,6.69,117.00,85.26,94.82,Pass,0,No,0,None,None
B000394,COX-2 Inhibitor,Line 1,20-Aug-2024,2024,Team D,23.68,41.58,348.00,42.60,7.04,98.61,6.70,136.10,89.54,94.04,Pass,0,No,0,None,None
B001815,AED,Line 2,06-Aug-2024,2024,Team D,21.73,43.54,302.00,42.90,7.72,98.93,6.84,113.10,85.23,94.82,Pass,0,No,0,None,None
B002287,AED,Line 3,19-May-2024,2024,Team B,23.62,39.30,349.00,47.60,7.90,98.89,6.71,132.10,83.23,94.82,Pass,0,No,0,None,None
B001129,COX-2 Inhibitor,Line 3,18-Nov-2024,2024,Team C,22.12,42.15,355.00,32.40,6.21,99.75,6.63,125.20,89.25,94.04,Pass,0,No,0,None,None
B002500,GLP-1 Agonist,Line 1,02-Feb-2025,2025,Team C,20.28,39.71,277.00,46.40,7.95,99.28,6.98,129.40,85.13,94.82,Pass,0,No,0,None,None
B002791,AED,Line 3,18-Jan-2025,2025,Team D,21.11,42.20,320.00,44.70,8.60,98.84,6.97,115.30,89.18,94.82,Pass,0,No,0,None,None
B002851,GLP-1 Agonist,Line 3,28-Mar-2025,2025,Team B,21.82,48.82,305.00,54.80,8.78,98.50,7.09,,88.40,94.82,Pass,0,No,0,None,None
B001297,Antidepressant,Line 2,11-Apr-2024,2024,Team D,23.04,38.02,332.00,47.80,7.09,99.20,6.72,139.80,86.49,94.81,Pass,0,No,0,None,None
B001672,COX-2 Inhibitor,Line 1,15-May-2025,2025,Team A,22.12,48.45,311.00,41.50,7.04,98.69,6.87,103.30,91.90,94.04,Pass,0,No,0,None,None
B002507,AED,Line 1,31-May-2024,2024,Team B,21.62,41.36,320.00,43.50,7.20,99.03,6.87,133.40,88.27,94.81,Pass,0,No,0,None,None
B001938,COX-2 Inhibitor,Line 3,16-Jan-2025,2025,Team C,22.41,43.77,324.00,44.30,6.61,98.84,6.76,118.60,87.28,94.04,Pass,0,No,0,None,None
B000176,Antidepressant,Line 1,30-Dec-2025,2025,Team A,22.75,43.68,296.00,43.00,6.20,99.33,6.74,132.80,86.55,94.80,Pass,0,No,0,None,None
B001641,COX-2 Inhibitor,Line 1,10-Dec-2025,2025,Team B,23.28,31.90,317.00,46.90,6.48,99.04,6.43,119.50,91.75,94.05,Pass,0,Yes,1,Material,Minor
B001990,Antidepressant,Line 1,18-Mar-2025,2025,Team D,21.85,51.41,322.00,40.40,6.18,99.36,7.10,134.70,87.55,94.80,Pass,0,No,0,None,None
B001995,GLP-1 Agonist,Line 2,14-Apr-2024,2024,Team C,22.27,38.47,312.00,46.20,7.41,98.90,7.12,128.50,88.51,94.80,Pass,0,No,0,None,None
B000184,GLP-1 Agonist,Line 1,24-Oct-2025,2025,Team A,20.62,45.47,309.00,48.10,8.21,98.62,7.05,155.80,87.76,94.79,Pass,0,No,0,None,None
B000548,Antidepressant,Line 3,27-Nov-2025,2025,Team A,21.34,41.08,314.00,43.10,8.33,99.41,7.00,125.10,86.53,94.79,Pass,0,No,0,None,None
B000760,GLP-1 Agonist,Line 1,24-Nov-2025,2025,Team B,21.15,37.19,272.00,43.70,7.63,98.73,7.15,143.60,81.12,94.79,Pass,0,No,0,None,None
B002395,COX-2 Inhibitor,Line 2,07-Dec-2024,2024,Team B,22.29,39.63,313.00,39.20,7.65,99.33,6.61,113.10,86.69,94.05,Pass,0,No,0,None,None
B001474,GLP-1 Agonist,Line 1,07-Nov-2025,2025,Team A,20.43,40.80,321.00,41.80,7.91,99.20,7.04,137.90,91.88,94.79,Pass,0,No,0,None,None
B002577,COX-2 Inhibitor,Line 3,07-Nov-2024,2024,Team B,21.64,41.57,303.00,45.70,6.29,99.73,6.51,120.60,85.57,94.05,Pass,0,No,0,None,None
B000182,AED,Line 1,28-Sep-2024,2024,Team A,20.80,45.68,285.00,44.10,6.88,98.97,7.18,129.60,86.88,94.78,Pass,0,No,0,None,None
B001137,GLP-1 Agonist,Line 2,16-Sep-2025,2025,Team C,21.23,28.34,284.00,47.50,8.14,98.57,6.78,142.20,83.14,94.78,Pass,0,No,0,None,None
B001214,GLP-1 Agonist,Line 1,09-Jul-2024,2024,Team D,21.29,37.18,299.00,47.00,7.44,98.92,6.93,150.00,79.06,94.78,Pass,0,No,0,None,None
B002190,AED,Line 2,26-Feb-2024,2024,Team C,21.82,35.14,298.00,47.00,7.53,98.90,6.89,155.30,88.85,94.78,Pass,0,No,0,None,None
B000637,COX-2 Inhibitor,Line 3,23-Sep-2024,2024,Team D,21.93,37.70,344.00,35.30,7.42,99.00,6.57,121.50,91.10,94.06,Pass,0,No,0,None,None
B000307,GLP-1 Agonist,Line 1,15-Dec-2025,2025,Team D,21.30,36.10,299.00,51.90,8.26,98.86,,136.40,88.99,94.77,Pass,0,No,0,None,None
B000793,GLP-1 Agonist,Line 1,05-Dec-2024,2024,Team B,22.06,46.01,294.00,45.70,7.33,98.90,7.01,146.60,84.12,94.77,Pass,0,No,0,None,None
B002270,AED,Line 2,19-Mar-2024,2024,Team B,22.12,47.69,358.00,44.10,7.21,98.69,6.88,128.10,86.54,94.77,Pass,0,No,0,None,None
B002551,GLP-1 Agonist,Line 1,18-Feb-2024,2024,Team A,20.84,44.34,288.00,48.50,7.37,98.71,6.92,130.50,84.72,94.77,Pass,0,No,0,None,None
B002985,Antidepressant,Line 2,29-Aug-2025,2025,Team B,21.37,40.02,324.00,46.90,7.44,99.80,6.99,129.70,89.52,94.77,Pass,0,No,0,None,None
B000802,GLP-1 Agonist,Line 1,19-Sep-2024,2024,Team A,20.97,44.22,301.00,46.00,8.57,98.97,6.91,132.30,87.61,94.76,Pass,0,No,0,None,None
B000936,Antidepressant,Line 1,12-Sep-2025,2025,Team C,20.68,51.34,299.00,44.40,6.71,99.37,6.85,120.70,90.57,94.76,Pass,0,No,0,None,None
B001434,Antidepressant,Line 2,14-Sep-2025,2025,Team C,21.96,40.27,297.00,42.20,6.74,99.15,6.86,146.50,92.01,94.76,Pass,0,No,0,None,None
B001517,Antidepressant,Line 2,30-Apr-2025,2025,Team B,21.60,45.86,301.00,45.90,7.51,98.71,6.91,109.90,90.56,94.76,Pass,0,No,0,None,None
B002350,Antidepressant,Line 1,03-Apr-2024,2024,Team B,22.31,38.74,323.00,39.80,7.54,99.42,6.69,126.10,88.17,94.76,Pass,0,No,0,None,None
B002518,Antidepressant,Line 1,13-Oct-2024,2024,Team C,21.58,46.45,328.00,36.70,6.14,99.18,7.15,123.80,92.52,94.76,Pass,0,No,0,None,None
B001893,COX-2 Inhibitor,Line 2,03-Apr-2024,2024,Team D,22.50,34.54,356.00,38.60,7.17,99.29,6.73,99.90,90.10,94.06,Pass,0,No,0,None,None
B000227,Antidepressant,Line 3,06-Oct-2024,2024,Team A,21.70,43.82,338.00,44.30,6.74,99.03,6.89,131.10,84.62,94.75,Pass,0,No,0,None,None
B000401,GLP-1 Agonist,Line 1,02-Dec-2025,2025,Team A,21.09,46.53,276.00,48.40,6.06,98.91,7.20,126.70,84.20,94.75,Pass,0,No,0,None,None
B000661,Antidepressant,Line 1,25-Apr-2024,2024,Team B,,37.64,324.00,40.80,6.45,98.96,6.61,121.80,91.46,94.75,Pass,0,No,0,None,None
B000216,COX-2 Inhibitor,Line 3,17-Feb-2024,2024,Team A,24.55,39.21,345.00,41.10,7.45,99.15,6.77,118.80,85.99,94.07,Failed,1,No,0,None,None
B002594,Antidepressant,Line 1,14-Dec-2024,2024,Team C,22.34,43.42,317.00,40.40,6.83,99.45,6.70,118.30,88.87,94.75,Pass,0,No,0,None,None
B002980,AED,Line 2,09-Oct-2024,2024,Team A,21.73,46.43,316.00,43.80,7.38,98.67,6.89,146.50,89.87,94.75,Pass,0,No,0,None,None
B000784,COX-2 Inhibitor,Line 1,27-Oct-2025,2025,Team C,22.14,36.99,332.00,41.60,7.56,99.00,6.66,104.30,89.56,94.07,Pass,0,No,0,None,None
B001593,AED,Line 3,22-Sep-2025,2025,Team C,23.27,45.91,307.00,42.80,8.06,98.48,7.09,132.20,86.82,94.74,Pass,0,No,0,None,None
B002325,Antidepressant,Line 1,06-Nov-2025,2025,Team A,21.49,42.25,316.00,44.50,7.80,99.56,6.98,109.60,82.52,94.74,Pass,0,No,0,None,None
B002455,COX-2 Inhibitor,Line 3,08-May-2025,2025,Team A,22.15,42.12,350.00,44.10,7.31,99.49,6.74,125.50,86.30,94.07,Pass,0,No,0,None,None
B000218,Antidepressant,Line 1,23-Aug-2024,2024,Team B,21.52,46.83,329.00,45.30,7.02,98.91,6.78,120.70,87.63,94.73,Pass,0,No,0,None,None
B000362,Antidepressant,Line 2,29-Dec-2025,2025,Team A,21.86,38.31,326.00,42.20,6.50,99.06,6.92,126.70,85.49,94.73,Pass,0,No,0,None,None
B000406,AED,Line 3,07-Feb-2025,2025,Team C,21.58,42.91,315.00,49.30,8.28,98.33,6.95,137.50,86.41,94.73,Pass,0,No,0,None,None
B000519,Antidepressant,Line 2,28-Nov-2024,2024,Team C,21.69,40.03,318.00,39.10,7.34,99.55,6.77,118.20,87.24,94.73,Pass,0,No,0,None,None
B000762,Antidepressant,Line 1,18-Jul-2024,2024,Team C,22.86,38.59,320.00,44.80,7.64,99.29,6.72,136.10,85.00,94.73,Pass,0,No,0,None,None
B001785,Antidepressant,Line 3,23-Sep-2024,2024,Team D,20.89,39.66,337.00,41.50,5.97,99.23,6.84,120.10,85.49,94.73,Pass,0,No,0,None,None
B001982,GLP-1 Agonist,Line 1,31-May-2024,2024,Team A,22.02,40.87,272.00,47.50,7.49,98.95,6.85,141.20,83.44,94.73,Failed,1,Yes,1,Process,Minor
B002328,Antidepressant,Line 3,06-Nov-2025,2025,Team D,20.94,41.52,306.00,48.40,7.90,99.34,6.84,144.90,85.20,94.73,Pass,0,No,0,None,None
B002867,GLP-1 Agonist,Line 3,23-Jan-2025,2025,Team C,21.53,49.22,301.00,47.90,8.17,98.96,7.08,143.80,82.01,94.73,Pass,0,No,0,None,None
B000440,COX-2 Inhibitor,Line 2,16-Nov-2024,2024,Team B,22.18,39.24,343.00,40.00,6.79,100.05,6.81,115.00,88.86,94.09,Pass,0,No,0,None,None
B000586,COX-2 Inhibitor,Line 3,09-May-2024,2024,Team D,22.80,47.53,351.00,34.00,6.55,99.07,6.67,109.50,91.02,94.09,Pass,0,No,0,None,None
B002055,GLP-1 Agonist,Line 3,29-Jun-2024,2024,Team A,20.96,34.94,324.00,54.10,8.34,98.99,6.87,150.70,79.94,94.72,Pass,0,No,0,None,None
B000653,COX-2 Inhibitor,Line 1,04-Nov-2025,2025,Team D,21.64,51.66,315.00,36.90,6.26,98.69,6.79,111.00,87.15,94.09,Pass,0,No,0,None,None
B000002,GLP-1 Agonist,Line 2,01-Jan-2025,2025,Team B,22.64,31.48,309.00,52.80,9.05,99.10,6.97,124.80,84.97,94.71,Pass,0,No,0,None,None
B000431,AED,Line 2,09-Jul-2025,2025,Team B,21.49,44.43,285.00,44.60,8.29,98.84,7.03,127.90,86.82,94.71,Pass,0,No,0,None,None
B000719,COX-2 Inhibitor,Line 3,04-Feb-2024,2024,Team D,22.48,41.66,324.00,42.40,8.42,99.50,6.46,127.20,86.16,94.10,Pass,0,No,0,None,None
B002007,GLP-1 Agonist,Line 3,06-Oct-2025,2025,Team A,21.21,44.99,312.00,44.60,8.10,99.28,7.08,131.20,87.63,94.71,Pass,0,No,0,None,None
B002039,COX-2 Inhibitor,Line 3,20-Jan-2024,2024,Team A,23.50,38.19,297.00,39.70,6.04,99.12,6.80,119.40,90.25,94.10,Pass,0,No,0,None,None
B000125,Antidepressant,Line 1,31-Mar-2024,2024,Team B,22.80,43.22,326.00,41.80,7.88,99.25,6.83,121.40,89.91,94.70,Pass,0,No,0,None,None
B000326,COX-2 Inhibitor,Line 3,23-Apr-2025,2025,Team B,21.85,39.14,343.00,40.10,6.48,99.54,6.51,118.70,87.20,94.12,Pass,0,No,0,None,None
B000744,Antidepressant,Line 2,01-Feb-2024,2024,Team A,20.49,42.46,286.00,45.00,6.77,98.61,6.67,142.40,84.95,94.70,Pass,0,No,0,None,None
B000967,AED,Line 2,18-Oct-2024,2024,Team D,21.20,51.04,299.00,48.40,6.67,98.97,7.05,134.80,82.12,94.70,Pass,0,No,0,None,None
B001197,Antidepressant,Line 1,12-Sep-2024,2024,Team B,22.60,40.20,301.00,37.00,5.87,99.11,7.00,92.30,90.81,94.70,Pass,0,No,0,None,None
B002117,Antidepressant,Line 2,10-Dec-2024,2024,Team D,22.82,41.83,290.00,44.30,6.79,98.94,6.75,126.90,87.16,94.70,Pass,0,No,0,None,None
B002141,AED,Line 2,13-Sep-2024,2024,Team A,22.10,46.47,304.00,41.90,7.23,,6.89,127.00,85.57,94.70,Pass,0,No,0,None,None
B001773,COX-2 Inhibitor,Line 1,07-Apr-2024,2024,Team D,21.96,44.85,344.00,45.70,7.02,99.73,6.83,137.40,86.34,94.12,Pass,0,No,0,None,None
B000085,Antidepressant,Line 3,03-Jun-2024,2024,Team D,21.91,46.37,326.00,41.30,6.81,98.80,6.90,133.70,89.77,94.69,Pass,0,No,0,None,None
B002846,COX-2 Inhibitor,Line 3,06-Jan-2024,2024,Team B,23.13,44.50,351.00,42.30,7.18,99.65,6.68,131.30,88.70,94.12,Pass,0,No,0,None,None
B000675,COX-2 Inhibitor,Line 3,05-Jul-2024,2024,Team C,21.42,45.75,305.00,44.50,6.42,99.37,6.87,128.10,83.73,94.13,Pass,0,No,0,None,None
B001145,GLP-1 Agonist,Line 2,12-Dec-2025,2025,Team D,21.68,29.98,297.00,49.80,8.02,98.97,6.70,131.70,81.98,94.69,Pass,0,No,0,None,None
B001240,Antidepressant,Line 2,14-Jun-2025,2025,Team B,22.39,35.18,310.00,39.40,6.97,98.70,6.72,125.70,88.90,94.69,Pass,0,Yes,1,Process,Major
B002492,GLP-1 Agonist,Line 2,20-Oct-2024,2024,Team D,21.21,43.29,283.00,46.50,7.37,98.88,6.97,134.50,87.74,94.69,Pass,0,No,0,None,None
B000108,Antidepressant,Line 2,10-Jun-2024,2024,Team A,22.97,42.35,301.00,44.40,6.95,98.76,6.83,135.70,86.59,94.68,Pass,0,No,0,None,None
B000932,GLP-1 Agonist,Line 2,18-Aug-2025,2025,Team D,20.88,34.36,309.00,46.30,8.12,98.94,6.71,138.20,86.68,94.68,Pass,0,No,0,None,None
B001223,AED,Line 1,21-Apr-2025,2025,Team B,22.10,37.35,327.00,52.40,7.37,99.06,6.90,133.80,89.04,94.68,Pass,0,Yes,1,Material,Minor
B001529,Antidepressant,Line 1,09-Nov-2025,2025,Team C,22.50,35.52,319.00,105.00,7.52,99.05,6.61,136.90,88.31,94.68,Pass,0,No,0,None,None
B002796,COX-2 Inhibitor,Line 2,09-Aug-2024,2024,Team B,22.98,38.68,344.00,39.30,6.43,98.99,6.59,137.80,91.87,94.13,Pass,0,No,0,None,None
B001741,Antidepressant,Line 1,30-Aug-2024,2024,Team C,22.84,43.64,334.00,43.30,6.89,98.58,6.95,126.60,86.91,94.68,Pass,0,No,0,None,None
B002084,Antidepressant,Line 1,06-Jan-2024,2024,Team A,22.63,44.56,325.00,44.80,7.19,99.03,6.79,125.00,86.29,94.68,Pass,0,No,0,None,None
B002156,AED,Line 1,09-Jul-2024,2024,Team D,22.55,43.46,323.00,44.80,7.57,98.56,6.74,132.60,83.07,94.68,Pass,0,No,0,None,None
B002873,Antidepressant,Line 1,18-Nov-2025,2025,Team D,21.70,39.81,345.00,35.10,6.48,99.23,6.79,113.50,89.11,94.68,Pass,0,No,0,None,None
B000205,Antidepressant,Line 3,26-Jan-2024,2024,Team C,22.01,39.89,310.00,37.00,7.21,99.08,6.90,117.20,88.47,94.67,Pass,0,No,0,None,None
B000481,GLP-1 Agonist,Line 2,01-Feb-2025,2025,Team D,21.44,38.86,279.00,41.20,7.28,99.18,6.92,135.30,85.65,94.67,Pass,0,No,0,None,None
B000695,AED,Line 3,03-Nov-2025,2025,Team B,21.49,37.99,312.00,42.10,8.23,99.06,6.82,131.20,86.49,94.67,Pass,0,No,0,None,None
B002276,Antidepressant,Line 3,13-Oct-2024,2024,Team A,22.31,47.95,327.00,54.70,8.51,98.98,6.93,131.60,85.18,94.67,Pass,0,No,0,None,None
B000442,Antidepressant,Line 1,23-May-2024,2024,Team B,22.09,46.96,305.00,36.90,6.81,98.69,6.52,129.10,92.37,94.66,Pass,0,No,0,None,None
B001452,COX-2 Inhibitor,Line 3,10-Apr-2024,2024,Team B,22.35,36.41,347.00,40.30,6.67,99.25,6.77,107.40,87.44,94.14,Pass,0,No,0,None,None
B002232,COX-2 Inhibitor,Line 3,08-Apr-2025,2025,Team D,22.52,45.42,375.00,40.30,6.66,99.16,6.78,121.40,87.78,94.16,Pass,0,No,0,None,None
B001568,Antidepressant,Line 1,03-Jan-2025,2025,Team A,21.93,35.96,326.00,38.60,7.52,99.20,6.74,101.80,93.05,94.66,Pass,0,No,0,None,None
B001757,Antidepressant,Line 2,05-Nov-2024,2024,Team C,22.77,43.80,354.00,39.80,6.67,99.30,6.78,118.10,,94.66,Pass,0,No,0,None,None
B001837,Antidepressant,Line 1,11-May-2024,2024,Team A,22.72,33.52,294.00,45.70,7.24,99.19,6.57,120.10,91.27,94.66,Pass,0,No,0,None,None
B001916,Antidepressant,Line 3,14-Oct-2025,2025,Team C,21.60,52.52,315.00,40.20,6.71,99.05,6.92,136.10,87.34,94.66,Pass,0,No,0,None,None
B002509,GLP-1 Agonist,Line 3,26-Aug-2024,2024,Team C,20.47,39.33,311.00,45.40,8.79,99.08,6.92,134.90,86.24,94.66,Pass,0,No,0,None,None
B002840,Antidepressant,Line 1,30-Jun-2025,2025,Team A,20.60,34.07,308.00,46.00,6.98,98.75,6.57,130.20,,94.66,Pass,0,Yes,1,Documentation,Minor
B002962,AED,Line 1,24-Jan-2025,2025,Team C,21.90,40.84,336.00,41.80,6.95,98.93,6.85,133.20,88.27,94.66,Pass,0,No,0,None,None
B002792,Antidepressant,Line 3,28-Mar-2024,2024,Team D,22.33,45.24,343.00,51.30,8.04,98.48,6.74,121.70,84.60,94.65,Pass,0,No,0,None,None
B002805,Antidepressant,Line 2,08-May-2024,2024,Team A,22.75,43.10,316.00,46.20,7.17,98.86,6.87,137.10,86.53,94.65,Pass,0,No,0,None,None
B002835,COX-2 Inhibitor,Line 2,20-Nov-2025,2025,Team A,23.30,43.55,347.00,32.90,5.19,98.86,6.83,110.00,92.69,94.16,Pass,0,No,0,None,None
B000369,GLP-1 Agonist,Line 1,02-Aug-2025,2025,Team C,21.03,34.36,304.00,45.70,8.21,99.46,6.89,144.40,84.73,94.64,Pass,0,No,0,None,None
B000927,Antidepressant,Line 2,16-Oct-2025,2025,Team C,20.67,37.51,335.00,50.50,7.12,99.89,6.69,119.20,86.28,94.64,Pass,0,No,0,None,None
B001317,COX-2 Inhibitor,Line 3,08-Jul-2025,2025,Team C,22.62,43.93,349.00,24.30,6.52,99.09,6.72,110.40,91.89,94.17,Pass,0,Yes,1,Process,Major
B001607,AED,Line 3,24-Feb-2025,2025,Team D,22.14,32.84,335.00,45.20,8.35,98.96,7.00,126.10,87.74,94.64,Pass,0,No,0,None,None
B002477,Antidepressant,Line 1,28-Jan-2024,2024,Team D,20.72,35.69,335.00,42.00,6.93,99.01,6.79,134.50,86.52,94.64,Pass,0,No,0,None,None
B002979,COX-2 Inhibitor,Line 1,25-Mar-2024,2024,Team A,21.91,39.11,349.00,34.80,7.41,98.63,6.82,119.40,90.91,94.17,Pass,0,No,0,None,None
B002769,AED,Line 2,16-Apr-2024,2024,Team C,21.81,42.46,348.00,52.90,7.04,99.09,6.87,127.00,82.85,94.64,Pass,0,No,0,None,None
B000257,AED,Line 1,29-Nov-2025,2025,Team D,22.44,43.10,305.00,47.80,7.57,99.09,6.87,135.00,83.57,94.63,Pass,0,No,0,None,None
B000290,Antidepressant,Line 2,22-May-2025,2025,Team C,21.49,50.12,309.00,44.90,6.43,98.80,6.94,128.40,84.80,94.63,Pass,0,No,0,None,None
B000866,AED,Line 1,21-Feb-2024,2024,Team A,,42.85,317.00,43.00,7.00,98.95,6.78,128.30,91.34,94.63,Pass,0,No,0,None,None
B001157,Antidepressant,Line 3,13-Jan-2025,2025,Team B,20.40,47.81,275.00,44.00,8.27,99.42,6.88,128.90,87.95,94.63,Pass,0,No,0,None,None
B002036,AED,Line 1,29-Apr-2024,2024,Team A,21.36,49.38,324.00,43.20,7.68,99.06,7.12,121.40,87.88,94.63,Pass,0,No,0,None,None
B002152,Antidepressant,Line 1,18-Jan-2025,2025,Team B,23.71,45.87,337.00,44.90,7.30,99.14,6.71,129.90,89.99,94.63,Pass,0,No,0,None,None
B002317,Antidepressant,Line 1,28-Jan-2024,2024,Team B,22.47,49.12,318.00,44.70,7.58,98.88,6.99,110.80,,94.63,Pass,0,No,0,None,None
B002881,Antidepressant,Line 1,29-Apr-2025,2025,Team B,21.82,37.49,321.00,39.50,6.90,99.51,6.58,121.70,90.77,94.63,Pass,0,No,0,None,None
B000139,AED,Line 3,22-Oct-2024,2024,Team C,21.58,41.89,324.00,48.50,6.74,99.00,6.95,144.50,87.68,94.62,Pass,0,No,0,None,None
B001423,GLP-1 Agonist,Line 2,09-Apr-2024,2024,Team C,21.38,44.30,329.00,44.70,6.69,98.28,6.84,126.20,83.73,94.62,Pass,0,Yes,1,Equipment,Minor
B001774,AED,Line 2,12-Dec-2025,2025,Team B,22.41,43.61,320.00,43.60,7.16,99.38,6.96,142.50,88.43,94.62,Pass,0,No,0,None,None
B002371,GLP-1 Agonist,Line 1,21-Jun-2025,2025,Team A,21.40,38.93,306.00,46.30,7.83,99.07,6.93,130.10,82.66,94.62,Pass,0,Yes,1,Material,Minor
B001498,COX-2 Inhibitor,Line 2,13-Oct-2024,2024,Team B,,47.83,344.00,41.60,5.47,99.69,6.76,137.90,84.35,94.18,Pass,0,No,0,None,None
B002230,COX-2 Inhibitor,Line 1,25-Mar-2024,2024,Team D,23.38,43.01,340.00,36.40,6.76,98.73,6.50,123.90,92.71,94.18,Pass,0,No,0,None,None
